,nickname,text,score,like,dislike,time,watch_movie
696,ahss****,보석은 있는대 목걸이를 만들지않고 땅에 박아둔영화,5,1,0,2012-05-25 15:35:00,0
697,hira****,대단한 메세지를 담고 있다고 해도 너무 지루해서..,6,1,1,2012-05-22 13:12:00,0
698,bbq2****,"의문의 전염병 하나가 가족, 전세계에 미치는 나비효과",7,1,1,2012-05-21 22:46:00,0
699,webp****,정말 현실성이... 진짜 일어나면 어떡하지? ㅡㅡ,10,0,0,2012-05-17 10:53:00,0
700,lees****,다른질병영화에서 다루지 않았던 권력과 힘에 대한 조명이 신선했다,8,0,0,2012-05-13 18:54:00,0
701,ykm3****,이렇게 지루한 영화 본것도 오랜만이다..,2,1,1,2012-05-12 02:08:00,0
702,neom****,8점.. 받을 가치는 있는거 같다.,8,0,0,2012-05-07 01:47:00,0
703,gipi****,미스터리와 스릴러는 어디로 간걸까..,4,1,1,2012-05-05 23:43:00,0
704,loll****,배우들이 아깝다-_-,2,1,1,2012-05-05 18:50:00,0
705,xnzm****,소재는 좋았으나 너무 지루하고 횡설수설한 영화다..,5,1,1,2012-05-05 13:21:00,0
706,mado****,멧 데이먼의 연기에 다시한번 고개를 끄덕임,8,1,0,2012-05-01 13:18:00,0
707,snai****,그냥 그럭저럭.............,6,1,0,2012-05-01 08:02:00,0
708,rltj****,바이러스? 먹는거? 전혀 와닿지 않는다. 오히려 사람들의 난동씬이 가장 인상깊다,4,1,0,2012-04-30 00:38:00,0
709,chan****,지루할진 몰라도 완성도는 높다. 그리고 개인적으로 나는 안지루했음.,9,0,0,2012-04-27 13:30:00,0
710,pani****,바이러스를 통해 들어난 권력과 분배의 문제..인터넷과 정보의 허구성까지.대단한영화,10,0,0,2012-04-26 20:27:00,0
711,star****,6점짜리 영화는 아니고 한 8.5점 정도됩니다. 재미있네요.,10,0,0,2012-04-17 06:21:00,0
712,pent****,자극적인것만 원하는 ㅄ들은 이해못할 영화,9,0,0,2012-04-15 03:20:00,0
713,vell****,재미는 있는데 영화만이 가지는 스케일의 강점이 없어서 NGC하고 별차이가 없는듯.,6,0,0,2012-04-13 01:32:00,0
714,thel****,사실적이다. 마지막 엔딩도 꽤 강렬하다,7,0,0,2012-04-10 00:22:00,0
715,psyc****,강렬하고 드라마틱한 바이러스가 세상에 어딨어?,8,0,0,2012-04-09 12:37:00,0
716,kjae****,"과장이 전혀 없는 영화, 그러면서 은근히 긴장감이 돈다.",8,0,0,2012-04-08 22:37:00,0
717,alic****,스릴러라기보다 의학드라마같은? 하지만 재미있게 봤다.,9,0,0,2012-04-08 02:05:00,0
718,dbsk****,사실적으로 진행되는 데 있는 긴장감이 은근 있다. 사운드가 한 몫 함,8,0,0,2012-04-07 13:15:00,0
719,hoya****,그냥 그저...전염병 관련된 영화중 그냥 평범한...,5,0,0,2012-04-01 23:57:00,0
720,moir****,"장르에는 있고, 영화에 없는 미스터리를 찾아서,,",2,0,0,2012-04-01 06:30:00,0
721,yser****,담담함이 이야기를 이끌어간다,8,0,0,2012-03-31 14:20:00,0
722,khy5****,"극적인 긴장감은 떨어지나, 사실적이고 가라앉은 분위기로 인해 더욱 소름 돋았다.",8,0,0,2012-03-31 00:20:00,0
723,says****,배우가 아까움,6,0,0,2012-03-30 10:42:00,0
724,wjdg****,바이러스 하나로 드러나는 인간사회의 허무맹랑함,8,0,0,2012-03-29 23:32:00,0
725,may3****,정말 재밋는데 평점이 왤케 낮은지ㅜㅜ진짜 추천추천~~~,10,0,0,2012-03-29 19:52:00,0
726,kjs2****,살짝 지루했지만 질병의 확산과정이 잘 표현되어 있고 OST도 잘 어울리고 좋네요.,10,0,0,2012-03-29 15:08:00,0
727,spid****,실제로 일어나면 어떤식이 진행되는지 가장 잘 표현한 영화,9,0,0,2012-03-25 06:16:00,0
728,wndd****,마지막 소름,10,0,0,2012-03-25 04:48:00,0
729,hy90****,최악,2,0,0,2012-03-25 01:59:00,0
730,akiv****,이 감독 전작들보니 대박이던데 이건 왜이럼? 멤버들은 레알급인데,7,0,0,2012-03-22 21:50:00,0
731,tnfk****,다큐적인 긴장감이 충분한 영화.,9,0,0,2012-03-22 20:40:00,0
732,9fin****,캐스팅이 너무 화려해서 오히려 걱정이 됐었는데 괜히 잘 나가는 배우들이 아닙니다,9,0,0,2012-03-21 04:09:00,0
733,wert****,바람난 아내는 전염병보다 무서운가...,7,0,0,2012-03-20 22:00:00,0
734,char****,현실적이고 배우들은 좋으나 영화보기엔 뭔가 밋밋해서 아쉬움 다큐같은 영화,6,0,0,2012-03-19 23:40:00,0
735,ck02****,흥미롭긴 한대 재미는 없음,7,0,0,2012-03-19 22:25:00,0
736,chsm****,해결부분이 좀 어이없긴 해도 출연진급으로 어느 정도 커버가 되니 7점정도는 됨..,8,0,0,2012-03-18 11:27:00,0
737,feve****,출연자빨에 속았다...,1,0,4,2012-03-16 15:15:00,0
738,pass****,신종플루 백서 보면 이 영화가 거의 실제인걸 알 수 있어,7,0,0,2012-03-12 21:47:00,0
739,real****,바이러스 재난영화에 좀비가 꼭 필요한 것은 아니라는 것을 증명한다.,8,0,0,2012-03-12 15:09:00,0
740,rain****,그냥 볼만했음,8,0,0,2012-03-08 15:00:00,0
741,hial****,다큐를 보는 건지 영화를 보는 건지~ 좀 지루함.,2,0,0,2012-03-07 09:21:00,0
742,mire****,볼만함,8,0,0,2012-03-06 17:48:00,0
743,joyl****,헐리우드 스타들이 죽어나가는 변주된 바이러스 재난 영화.바이러스의 정체는 인간,8,0,0,2012-03-03 10:55:00,0
744,thfk****,많은 인물들을 포진하다 보니 스토리전개가 밋밋한 부분이 있었다.,7,0,0,2012-03-01 19:14:00,0
745,thdr****,실제로 충분히 일어날 수(일어난) 있는 일을 소제로 담은 영화이기에 신선하고 좋았음,8,0,0,2012-02-28 03:34:00,0
746,fren****,중요한건 알겠는데 밍밍하다,6,0,0,2012-02-27 11:22:00,0
747,ufb8****,연기력은 좋은데 마지막 1day장면 빼곤 너무 심심한전개,8,0,0,2012-02-24 22:19:00,0
748,plus****,이영화의진정한메세지..역시중국은지저분하다.중국먹거리는믿을것이못된다.,9,0,0,2012-02-24 21:37:00,0
749,ganc****,개인적으로 굉장히 좋았던 영화인데..대체;; 사람들은 뭘 기대하고 본걸까.,10,0,0,2012-02-23 00:22:00,0
750,bmc7****,현실감 있고 좋던데..,10,0,0,2012-02-21 16:00:00,0
751,tlst****,5점이뭐냐 영화제대로봤나 피나오고 꽥꽥하는 것보단 현실감이 벡배는낫다,9,0,0,2012-02-19 18:47:00,0
752,asd2****,케이트 윈슬렛 이쁘다,5,0,0,2012-02-18 17:39:00,0
753,fren****,랫팩으로 재앙을 연출하셨네.,5,0,0,2012-02-17 20:04:00,0
754,gimh****,주연배우들이 쓸어간오스카상만몇갠데 영화가이렇게밋밋한지 별점은 배우를위해바친다,8,0,0,2012-02-17 13:50:00,0
755,t2kd****,드라마야?,1,0,4,2012-02-17 02:50:00,0
756,zxcv****,진짜 5점대는 아닌듯.. 7~8점 정도가 딱 적당한데.. 몰입도 쩌는디..,9,0,0,2012-02-16 18:07:00,0
757,ydkl****,이 영화는 세심하게 하나부터 열까지 놓치지 않고봐야 이해할수잇는영화,3,0,0,2012-02-16 00:42:00,0
758,ysjh****,핵심없이 구상으로 끝난듯한 스토리,7,0,0,2012-02-15 22:09:00,0
759,r003****,배우들에비해서넘재미가없네요예전에7일간의공포나아웃브레이크같은긴장감도없고..,1,0,4,2012-02-15 05:06:00,0
760,tjal****,씁쓸하다,10,0,0,2012-02-15 03:16:00,0
761,wjdr****,배경음이 더무섭구요소재를 조금더 소름끼치게 살렸다면..배우연기력은 좋든데 ...,8,0,0,2012-02-15 00:26:00,0
762,fore****,밋밋밋밋.,8,0,0,2012-02-12 22:38:00,0
763,acin****,차근차근한 다큐멘터리보다는 좀 더 '영화스러운' 것을 바랐단 말이다.,5,0,0,2012-02-12 20:14:00,0
764,9603****,5점대는 아닌것같음 6~7점정도? 몰입도는 괜찮았는듯,10,0,0,2012-02-10 14:02:00,0
765,nann****,사실주의적 스릴러의 최절정인 작품이다 배우들의 연기도 스릴러의 긴장감을 더해준다,9,0,0,2012-02-09 18:59:00,0
766,smil****,이건 장르가 그냥 다큐인데-_ -a 좀 많이 지루함... 3시간짜리 보는줄 알았음,2,0,0,2012-02-09 18:39:00,0
767,mbtl****,평점 조절 8.9,10,0,0,2012-02-09 01:44:00,0
768,yank****,이건 그냥 페이크 다큐.. 영화적 긴장감이 전혀 없어서 호불호가 너무 갈리는듯..,3,0,0,2012-02-08 16:15:00,0
769,papa****,"가까운 미래에 일어날 수 있는 일을 사실적으로 담아낸, 꽤 흥미롭게 본 영화 중 하나",10,0,0,2012-02-08 15:18:00,0
770,yj10****,사실적이여서 더 무섭다,7,0,0,2012-02-08 08:33:00,0
771,spoc****,쬐금 지루한감도 없진 않으나 5점대 졸작은 아님. 퍼펙트 센스보다 백배는 더 재밌음!,8,0,0,2012-02-08 02:32:00,0
772,jysy****,결말은 인간의 자연파괴가 인간을 죽음으로 이르게한다 이정도가아닐지.. 교훈적인 영화였다,10,0,0,2012-02-07 03:14:00,0
773,yaky****,"소더버그, 이 시대에 이 현상들을 제대로 보고 있을지도..",8,0,0,2012-02-06 22:55:00,0
774,kare****,이 영화 긴장감이 없다. 지루하다고 느껴질 수 밖에...,7,0,0,2012-02-06 16:32:00,0
775,sue8****,영화의 멧세지에 우리 모두가 주목해야할것,10,0,0,2012-02-06 14:44:00,0
776,93um****,이거 볼바엔 리뷰 1개만 봐도 됨,4,0,0,2012-02-05 17:54:00,0
777,gade****,평점으로 영화 고르다간 괜찮은영화 다 놓침. 보고싶은건 걍 보세요ㅋ,8,0,0,2012-02-05 17:29:00,0
778,dleh****,포스터가 별 8점 내용이 별 0.5점,1,0,3,2012-02-05 09:26:00,0
779,choo****,밑 글에 덧붙여 완벽한 방어가 되기 전까지 수많은 이기적인 사람들을 거친다는것,7,0,0,2012-02-05 07:55:00,0
780,010_****,인간이 이익을위해 동물의공간에 침범하면서 변종을만들어내인간자신들을 위협한다는 메시지,7,0,0,2012-02-05 04:39:00,0
781,newf****,아무 특징없이 시작해서 특징없이 끝나는 영화.,6,0,0,2012-02-05 00:54:00,0
782,sam6****,지루하다,4,0,0,2012-02-04 12:21:00,0
783,gree****,정말... 대단한 영화. 너무 다큐멘터리 같은 설정만 아니면 더 좋았을 걸,8,0,0,2012-02-04 09:10:00,0
784,egiu****,좀 지루하고 재미가 없을수도 있다. 요란하지 않고  깔끔한 스타일이 맘에 든다.,8,0,0,2012-02-02 20:14:00,0
785,sys1****,잘봣어요~,10,0,0,2012-01-31 22:44:00,0
786,jcr3****,소더버그 아직 안 죽었다!,8,0,0,2012-01-31 15:40:00,0
787,dean****,영화의 핵심은 전염병이 아니다. 단지 거들 뿐..,7,0,0,2012-01-31 09:29:00,0
788,soul****,ㅋㅋㅋ포스터는스릴런데,8,0,0,2012-01-29 16:23:00,0
789,qkrt****,영화라고 생각하지 않고 다큐라 생각하면 될듯,6,0,0,2012-01-29 00:30:00,0
790,dg12****,뭔가...........이건.......흠,1,0,4,2012-01-28 23:51:00,0
791,beck****,기네스 ..쩝 그래도 잔잔한 긴장감 있음.그나저나 병의 근원은 중국인가? 중국까네ㅋ.,8,0,0,2012-01-28 20:13:00,0
792,jinn****,와 존 나 재미없다; 포스터에는 무슨 좀비영화마냥 묘사해놓고는 반전도없고 ㅡㅡ;,3,0,0,2012-01-28 16:18:00,0
793,ryan****,역시 스티븐 소더버그의 군더더기 없는 연출력. 재밌는거 보고싶음 예능을 보셈.,9,0,0,2012-01-28 08:46:00,0
794,youn****,새벽 1시부터 보기시작 졸음은 커녕 뜬눈으로 4시까지 보고 감명받아 30분 고뇌,9,0,0,2012-01-27 12:28:00,0
795,glak****,지루함 그리고 밑에님처럼 현실적임ㅎ,5,0,0,2012-01-26 20:49:00,0
796,hlhl****,너무 기대했나??너무나도 현실적!!!!,5,0,0,2012-01-26 19:17:00,0
797,daer****,장르 자체가 선호받긴 힘든 듯. 예고편에 낚인 사람이 많은 듯. 난 좋았음 ㅋ,9,0,0,2012-01-26 11:36:00,0
798,mcmt****,지루하고 긴장감없고 ㅈㄴ 재미없네 ㅅㅂ,1,0,5,2012-01-26 07:21:00,0
799,milk****,너무 전문적으로 접근해도 이런 사태가 발생하는 구나,6,0,0,2012-01-25 15:23:00,0
800,sube****,정말 일어날듯한 일들을 과장없이 담백하고 사실적으로 담담히 보여주는 영화,8,0,0,2012-01-25 03:21:00,0
801,ilov****,"포스터처럼긴박감넘치지않음.어려운용어들만나불대다,결국허무하게풀림..현실성만치중",6,0,0,2012-01-24 23:56:00,0
802,skin****,최근의 30여년의 변종 바이러스를 살펴보면 충분히 예측 가능한 시나리오 같다.,7,0,0,2012-01-24 22:35:00,0
803,imil****,mist...,8,0,0,2012-01-24 18:00:00,0
804,beyo****,지루할 수도 있지만 실체가 불분명한 위험에대한 현실대처를 현실적으로 접근한 영화,10,0,0,2012-01-24 17:08:00,0
805,dydg****,정말 설날에 봣는데 이건뭐 재미도없고 감동도 없고 결국은 개나리는 어떻게 되는건데,1,1,6,2012-01-23 20:21:00,0
806,asco****,뭔가있겠지 있을꺼야 하다가 빡친영화,1,0,3,2012-01-23 18:46:00,0
807,juha****,인간적으로 이런 소재와 배우들을 가지고 이정도 밖에 못 만드는 감독이 한심할뿐,1,0,2,2012-01-23 12:34:00,0
808,dica****,쿡티비에서 3500원 결제하고 봤다가 빡쳐서 평점주려고 로그인함. 존나 지루함.,1,0,2,2012-01-22 22:32:00,0
809,zoid****,나꼼충들이 보면 거품물 영화,8,0,0,2012-01-22 21:05:00,0
810,dlsk****,뭐지?,2,0,0,2012-01-22 13:34:00,0
811,sdm1****,뻔해서 지루하다,1,0,3,2012-01-22 13:27:00,0
812,aprk****,스토리가 별로네요,4,0,0,2012-01-22 11:32:00,0
813,wkgj****,현실적으로 풀어나가는 전개방식이 맘에듬 픽션적이지 않아서 좋음 재미보다 흥미있는 영화,9,0,0,2012-01-22 08:07:00,0
814,aime****,신종플루 백신도 저런식으로 만들었겠구나 싶었다. 보고난 뒤 계속 생각난다,10,0,0,2012-01-22 01:02:00,0
815,hyee****,이런 식의 접근도 괜찮은 듯하다,7,0,0,2012-01-20 18:21:00,0
816,frie****,뻔한 전개이긴 하지만 극현실적인 세부묘사에 점수. 주드로 역은 빼는게 나을뻔,5,0,0,2012-01-19 21:30:00,0
817,love****,배우들이 아깝다...쩝~ 뭔가를 기대했지만 그대로 어이없이 끝나는어이없는영화,3,0,0,2012-01-19 14:01:00,0
818,poro****,"지루하고 재미없고, 시간 아깝고, 영화답지도 않다. 평론가들이 허세 부리기엔 좋다.",2,0,0,2012-01-19 01:03:00,0
819,whdt****,결말이 이것도아니고 저것도아니고....좋은배우를 섭외했으면 재밌게만들어야지 ㅡㅡ,6,0,0,2012-01-18 13:52:00,0
820,ruri****,나름 재미있네요.,8,0,0,2012-01-18 10:16:00,0
821,nbh4****,"ㅋㅋㅋㅋ누구말대로 결론은 중국은 가지도말고 보,지도말고 듣지도 말라!",8,0,0,2012-01-18 07:57:00,0
822,sute****,"잔가지가 많은 영화.마지막까지 집중하게 했지만, 그게 현실인가보다.",5,0,0,2012-01-17 16:25:00,0
823,hear****,이게 당췌 뭔 얘기야 ㅡㅡ;;,2,0,0,2012-01-17 15:54:00,0
824,jfeb****,지루지루지루지루지루.. 끝까지 지루!,1,0,3,2012-01-17 07:22:00,0
825,1231****,다큐처럼 담담한 영상이 리얼리티를 강화해주는 영화.,9,0,0,2012-01-16 23:27:00,0
826,sho_****,영화는 영화지. 교과서가 아니다.,4,0,0,2012-01-16 19:51:00,0
827,taey****,not boring,10,0,0,2012-01-16 18:41:00,0
828,doct****,영화가 아닌 하나의 다큐를 보는 느낌? 비슷한 영화로는 허블? 정도일까?,9,0,0,2012-01-16 12:23:00,0
829,bebo****,전염병 발병 지침서,9,0,0,2012-01-16 05:30:00,0
830,lgm8****,만약 지루했다면 당신은 SF영화만 관람하는 수준의 1인or좀비영화로 착각하고 본 1인,10,0,0,2012-01-16 03:28:00,0
831,lsi4****,우리가 겪을 수 있는 대부분의 상황을 제시한다...,5,0,0,2012-01-16 01:52:00,0
832,fldj****,시종일관 잔잔하게 흐르지만 그 속에 녹아있는 현실적인 공포가 후덜덜하다..,10,0,0,2012-01-15 19:43:00,0
833,thev****,1시간 동안 내용 전개가 없다,4,0,0,2012-01-15 17:16:00,0
834,best****,배경 지식이 조금만 있는 사람이라면 굉장히 흥미로웠을 만한 영화.,9,0,0,2012-01-15 16:29:00,0
835,turb****,정말지루하다 뭐하나딱히나오는것도없고 게속이야기만하는스토리 정말 짜증난다,1,0,3,2012-01-15 14:02:00,0
836,kind****,한 7점정도영화?? 몰입도는 괜찮았던것같다. 뭔가 흐지부지 결말을내린것같은 아쉬움,10,0,0,2012-01-15 12:00:00,0
837,park****,지루했지만 실제로 일어날 만한 일이라는 점에 공감.,7,0,0,2012-01-15 04:55:00,0
838,ther****,너무나 현실적이기 때문에 살 떨리는.,8,0,0,2012-01-14 23:19:00,0
839,lgic****,집단 감염이란 소재에 대해서 잘 다룬 영화군요.선악구도는 없어 좀 아쉽군요..,7,0,0,2012-01-14 22:26:00,0
840,kyok****,난 생각이 다른데 전염병이라는 소재를 이용하여 현실 세계를 비판한게 아닌가 싶다,8,0,0,2012-01-14 11:22:00,0
841,yuki****,생명과학계열이나 의학계열이면 진짜 재밌게 봤을 것 같다,10,0,0,2012-01-14 09:48:00,0
842,wein****,"옛다!7.5  다소 지루하고  강,약이 부족했으나  후회는없다. 평점 조율10으로",10,0,0,2012-01-14 00:10:00,0
843,bang****,흥미를 끄는 소재였지만 너무 전개가 지루했다,6,0,0,2012-01-13 17:04:00,0
844,keel****,너무나 현실적이고 실제로 일어날 수 있는 일이라 더욱 몰입해서 볼 수 있었다.,7,0,0,2012-01-12 21:34:00,0
845,enig****,결론은 중국같이 더러운 나라는 가지 말라는 것,7,0,0,2012-01-12 20:47:00,0
846,vm4e****,진짜 영화 마니아로서 평점 잘안남기는데 이건 심했다 진짜 ㅡㅡ;,1,0,3,2012-01-12 20:03:00,0
847,a971****,103분을 가장 무의미하게 보내는 방법이다~~,1,0,3,2012-01-12 09:48:00,0
848,enjo****,똑똑하게 잘 만든 영화였다. 다양한 인간들의 감정을 보여준 작품이다.,8,0,0,2012-01-12 05:34:00,0
849,syw2****,손을 잘씻자!,7,0,0,2012-01-12 00:51:00,0
850,dani****,7.5정도 작품? 나름 괜찮았다~,10,0,0,2012-01-11 10:41:00,0
851,fien****,"나른한 카메라 안, 폭력과 불신이 번져가는 불쾌한 경험",9,0,0,2012-01-11 10:19:00,0
852,shin****,무미건조하다. 공포도 스릴러도 아닌 지루함. 언제쯤 이 영화가 시작할까했는데 끝.,5,0,0,2012-01-11 03:47:00,0
853,mcbl****,이거 완전 지루한...진짜 화낼뻔했음  나 영화왠만하면 다 이해해주는 인간적인 사람.,1,0,3,2012-01-11 02:53:00,0
854,fd_s****,흥미위주의 볼거리는 아니다.. 하지만 정말 인간의 기본적인 내면을 잘보여준다..,10,0,0,2012-01-11 01:33:00,0
855,samt****,좋은 소재로 성공한듯ㅎㅎ 교훈은 중국인들은 손을 안씻는다는거....ㄷㅎㅎ,9,0,0,2012-01-10 22:19:00,0
856,haj5****,대중상업영화의 기본은 '흥미' 라는 거다. 기본이 안돼있네. 가서 예술영화나 찍던지,2,0,0,2012-01-10 00:09:00,0
857,wjdg****,만약 질병이 퍼진다면 현실적으로그려냈다 재미는6.5,7,0,0,2012-01-10 00:06:00,0
858,dart****,치명적이지만 소훌하기 쉬운...어떠한 스릴러보다 공포 스럽네요.,10,0,0,2012-01-09 21:49:00,0
859,keiz****,좋은 영화였습니다.,9,0,0,2012-01-09 14:29:00,0
860,ion0****,피토하고 죽는 전염병이 아니더라도 충분히 재미와 긴장감을 줄 수 있다,9,0,0,2012-01-08 23:11:00,0
861,tall****,아쉽다,7,0,0,2012-01-08 03:09:00,0
862,7606****,"졸라 지루하다,,역시 ""감염""은 절대 영화로 찍으면 조트망,,배우/감독 아깝;",1,0,3,2012-01-08 02:09:00,0
863,miss****,조금은 아쉬운...,8,0,0,2012-01-07 11:33:00,0
864,akan****,우리는 이렇게 될 줄 알고 있었지 그래도 뭐.. 시원허이 요약정리는 해주네..,6,0,0,2012-01-07 00:59:00,0
865,muta****,중반까지는 흥미 진진했는데...결말은 진부하면서도 흐지부지~,7,0,0,2012-01-06 23:38:00,0
866,firs****,굿,7,0,0,2012-01-06 21:48:00,0
867,ming****,우리 미래의 위기에 이 정도의 모습을 기대 하며 ...,6,0,0,2012-01-06 01:30:00,0
868,nice****,현실적인 공포로 군더더기없이 영화 전체에 스릴이 녹아있다.. 정말 리얼이다,9,0,0,2012-01-05 13:54:00,0
869,kmhh****,재미없음...지루하다,1,0,3,2012-01-05 11:28:00,0
870,seoz****,재미는 없지만 교훈은 잇다,8,0,0,2012-01-05 03:18:00,0
871,rwz4****,여지껏 봐온 전염성 질병 소재의 영화 중 가장 지루하고 심심했다. 너무 진부했다..,6,0,0,2012-01-05 01:54:00,0
872,hawa****,재미가 없어요,3,0,0,2012-01-04 17:36:00,0
873,show****,진짜 말 그대로 다큐와 같은 영화. 흥미로웠다.,7,0,0,2012-01-04 16:13:00,0
874,mymi****,이게 뭐가무섭죠? 그냥 '그것이알고싶다' 느낌이 물씬나요.,6,0,0,2012-01-04 15:39:00,0
875,kyj1****,잘 꾸며진 다큐느낌이다. 주드로가 OOO로나와서.. 8에서 7로 깎음,7,0,0,2012-01-04 01:10:00,0
876,choo****,.영화는 평점보고 보면 안된 다는걸 내삼 깨닫는 1인 조용하지만 긴장감 있었음,7,0,0,2012-01-03 20:05:00,0
877,agaw****,화려한 출연진에 비해 너무 재미없다.,4,0,0,2012-01-03 09:59:00,0
878,hds3****,무섭고 리얼하다,9,0,0,2012-01-03 07:21:00,0
879,dont****,몰입해서 끝까지 보게되네요...영화정보없이 다보고나니 소더버그 아자씨 감독...컥!멋지삼.,9,0,0,2012-01-02 22:37:00,0
880,mais****,손씻기의 생활화,7,0,0,2012-01-02 17:27:00,0
881,bens****,미래에 이런일이 일어날꺼같다,10,0,0,2012-01-02 15:09:00,0
882,hicc****,저런 날이 오면 정말 무서울 거 같다 !,6,0,0,2012-01-02 10:53:00,0
883,jayu****,괜찮다,8,0,0,2012-01-02 04:06:00,0
884,lead****,탄탄하다,7,0,0,2012-01-02 02:41:00,0
885,hhaa****,영화 사운드 좋다고 생각했는데 클리프!! 뭔가 리얼그럴싸하려다 지루해진듯,7,0,0,2012-01-02 02:20:00,0
886,back****,케이트 윈슬렛이.. 죽어버렸어..ㅠㅜ,7,0,0,2012-01-02 00:14:00,0
887,enig****,"현실적으로 잘만든 전염병에 대한 영화인데, 좀비영화를 기대한 사람들은 실망하겠지.",10,0,0,2012-01-01 23:53:00,0
888,wkdr****,스토리의 연결고리가 부족하다... 무엇가에 어필또한 부족하다,6,0,0,2012-01-01 23:36:00,0
889,inst****,정상급 배우들 연기보는것과 사실가능한 시나리오까진 좋은데 너무 루즈하네,5,0,0,2012-01-01 23:23:00,0
890,don9****,만들다 만 영화 같은 느낌... 2시간동안 내용 전개만 되다 끝나는 느낌,3,0,0,2012-01-01 22:07:00,0
891,jee8****,잠잠하지만 조용하게 무섭다,8,0,0,2012-01-01 20:55:00,0
892,pitt****,어차피 다운받아 볼거면서 구리네 어쨌네 하지마라. 더러운 것들.,10,0,0,2012-01-01 07:07:00,0
893,real****,지루함,7,0,0,2012-01-01 03:47:00,0
894,simo****,전반부의 긴장감에 비해 후반부의 실마리를 푸는 과정은 김이 빠지는 느낌이다.,7,0,0,2012-01-01 03:18:00,0
895,tjdr****,평점이 왜이리 낮지 .. 시간떄우기 용 정도는 되는데 안볼번 했잖아. 7점대가 딱이다,10,0,0,2011-12-31 17:01:00,0
896,trip****,사회의 악 음모론자들.,8,0,0,2011-12-31 15:16:00,0
897,bles****,가장 현실적인 공포의 시나리오,8,0,0,2011-12-31 12:21:00,0
898,haze****,존나 지루하고 사건이 딱딱 끊겨있어서 헷갈림 OO,1,0,4,2011-12-31 09:21:00,0
899,otom****,굴곡없이 뻔한 스토리를 덤덤하게 담아내지만 넘치는 재치로 긴장감의 끈을 놓치지않은 수작!,10,0,0,2011-12-31 07:45:00,0
900,k641****,바이러스때문에 무너지는 문명사회 변화를 거시적으로보여주고 갑자기 감성적결말로..,8,0,0,2011-12-31 07:35:00,0
901,sinz****,솔직히 5점대는 아님...7점대는 됨...,10,0,0,2011-12-31 02:52:00,0
902,yang****,후반갈수록 점점 지루해진다. 앨런크롬위디 M창,1,0,3,2011-12-31 01:43:00,0
903,mete****,흥미로웠다.,8,0,0,2011-12-31 00:14:00,0
904,para****,청결하지 못한 한 요리사때문에 전세계가 전염병의 공포에 빠지는..좀 지루~,3,0,0,2011-12-30 23:57:00,0
905,chgh****,영화가 심심하네.. 화려한 배우 캐스팅이지만 재미는 그저그런..,7,0,0,2011-12-30 20:14:00,0
906,dlwl****,흥미진진,10,0,0,2011-12-30 14:20:00,0
907,kyuz****,"픽션과 팩트 사이를 오가는 노련한 소더버그 연출력, 하지만 <트래픽>만 못하구려",6,0,0,2011-12-30 00:04:00,0
908,blue****,잘나가는 배우들... 그러나 영화는 긴장감 없고 심심하구나~!,4,0,0,2011-12-28 20:51:00,0
909,scif****,질병 소재 영화중 최고라고 할만함 현실적인면이 상당히 섬찟하게 만든다,9,0,0,2011-12-28 16:07:00,0
910,khle****,전개 자체가 너무 지루함..반전이 한번쯤은 있길 바랬는데.보구나서 허무함,4,0,0,2011-12-28 14:49:00,0
911,dksv****,정말현실적이고전염성의공포를보여주는영화극적인상황기대x,10,0,0,2011-12-28 13:12:00,0
912,danm****,많은 생각을 할 수 있는 영화,10,0,0,2011-12-28 12:42:00,0
913,bori****,실제로 일어날수 있는 일들을 소재로 삼은거라 왠지 모를 두려움이 느껴졌다.,10,0,0,2011-12-28 05:39:00,0
914,next****,가상타큐같은 .영화의 흥미요소는 다 빼고 인간의 원초적 본질을 좀 보여줌,6,0,0,2011-12-28 04:01:00,0
915,gall****,어떤 소재 어떤 장르도 심심하게 만드는 재주. 소더버그 영화는 10년째 이모양..,4,0,0,2011-12-28 02:07:00,0
916,nine****,"다큐멘터리같은 영화, 그래서 사실적이지만 그래서 영화적인 재미도 떨어지는 편.",7,0,0,2011-12-28 00:29:00,0
917,7pmr****,난 조낸 잼있었음. 나름 현실감 있는 시나리오. 그리고 화려한 출연진. 평점 8.5,10,0,0,2011-12-28 00:01:00,0
918,psda****,차라리 페이크다큐라했다면 후하게 쳐주겠지만.. 스릴러를 표방해놓구선 이게뭔지..,6,0,0,2011-12-27 21:01:00,0
919,yooc****,"현실성은 개뿔, 자신이 겪어보지않은 일은 현실이 아니다. 지루하고 졸려디질뻔했다",1,0,5,2011-12-27 20:47:00,0
920,yooc****,"현실성 운운하는 것들, 너희들이 전세계에서 1명뿐인 바이러스 안걸릴 유전자같냐?ㅋ",1,0,4,2011-12-27 20:46:00,0
921,real****,건조한 시선으로 현실감 있는 연출을 보여주지만 진부하고도 무난했다,7,0,0,2011-12-27 15:34:00,0
922,mypi****,상당한 인원과 자본을 투입해 마치 현실과도 같은 그림을 차분히 그려냈다.,9,0,0,2011-12-27 15:20:00,0
923,dbtl****,영화는 plot 보다. 전염병이 발병하면 나타날 수 있는 사회형상을 보여준것 같음.,7,0,0,2011-12-26 22:03:00,0
924,woos****,다소 지루하긴 하지만 교훈도 있고 나름 괜찮은 영화,6,0,0,2011-12-26 15:30:00,0
925,sang****,가까운 미래에 충분히 일어날수 있는 일,8,0,0,2011-12-26 14:39:00,0
